case_id,fen,source,source_kind,category,game_index,ply,played_move,baseline_move,completed_depth,agent_nodes,agent_elapsed_s,sf_best_move,sf_best_score,sf_candidate_score,sf_best_expectation,sf_candidate_expectation,cp_delta_raw,cp_loss,expectation_delta_raw,expectation_loss,mate_blunder,sign_flip,winning_to_notwinning,pathology_priority
pgn_nn_vs_stockfish_2000_g6_p1,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_2000.pgn,pgn,high_material_24_32+quiet,6,1,g1f3,d2d4,5,13483,0.8324840450077318,e2e4,+35,+31,0.5415,0.534,4.0,4.0,0.007499999999999951,0.007499999999999951,False,False,False,0.08299999999999952
validation_0138,8/6k1/3R4/p4p2/Bp3B2/2p5/3p2PK/r7 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,,d6d7,5,5440,0.2573129340016749,a4c2,0,0,0.5,0.5,0.0,0.0,0.0,0.0,False,False,False,0.0
pgn_v1_1_vs_v1_g2_p118,8/8/8/4RpK1/6b1/8/1r4P1/3k4 w - - 14 60,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,endgame_2_10+capture_available,2,118,e5d5,g2g3,5,7926,0.2721105069795158,g5f4,-293,-322,0.0,0.0,29.0,29.0,0.0,0.0,False,False,False,0.058
pgn_nn_vs_material_g7_p56,r1b2k1r/p2nq1b1/1p2PNQn/8/2p5/7P/PPP2PP1/1K4R1 b - - 0 28,/home/rohanhs568/code/aichessathon-starter/nn_vs_material.pgn,pgn,middle_17_23+capture_rich,7,56,d7f6,d7f6,5,11281,0.5671238979848567,d7f6,+798,+798,1.0,1.0,0.0,0.0,0.0,0.0,False,False,False,0.0
validation_0289,3Q4/3bppk1/3p3p/3P4/4nPP1/P7/2r2b1N/1B4K1 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+in_check,,,,g1h1,5,3804,0.17747267801314592,g1g2,-24,-44,0.4945,0.481,20.0,20.0,0.013500000000000012,0.013500000000000012,False,False,False,0.17500000000000013
validation_0074,8/p1k5/1p5R/1P6/3K3P/2P5/7r/8 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+capture_available,,,,h2h3,5,7048,0.2635502149933018,h2d2,-190,-282,0.0025,0.0,92.0,92.0,0.0025,0.0025,False,False,False,0.209
validation_0137,8/3rpkb1/8/6pp/3PBP2/3RP1P1/7P/6K1 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,,g5f4,5,8871,0.37293882001540624,g5f4,-309,-309,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0
validation_0387,r1b2rk1/1pp3pp/p1n5/2bNp1Pq/4P3/3B2Q1/PPPP1PP1/R1B1R1K1 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_available,,,,c5f2,5,29224,1.7660313149972353,c5f2,+415,+415,1.0,1.0,0.0,0.0,0.0,0.0,False,False,False,0.0
pgn_v1_1_vs_v1_g2_p80,8/5p2/4bk2/8/6r1/8/6PK/1R6 w - - 10 41,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,endgame_2_10+quiet,2,80,b1f1,b1b2,5,24071,0.7172259610088076,b1b5,-348,-395,0.0,0.0,47.0,47.0,0.0,0.0,False,False,False,0.094
pgn_nn_vs_material_g5_p37,1r1q3r/pp1knpbp/7p/1Ppp4/3P4/1Q3N1P/P4PP1/R3R1K1 w - - 0 19,/home/rohanhs568/code/aichessathon-starter/nn_vs_material.pgn,pgn,high_material_24_32+capture_available,5,37,d4c5,d4c5,5,65624,3.426024407002842,f3e5,-22,-182,0.4925,0.007,160.0,160.0,0.4855,0.4855,False,False,False,5.175
validation_0237,5k2/p1n5/1p1r1b1p/2pPN1pP/2P1R3/1P6/P4PP1/6K1 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+quiet,,,,e5g6,5,7450,0.3443695369933266,e5c6,-106,-188,0.206,0.003,82.0,82.0,0.20299999999999999,0.20299999999999999,False,False,False,2.194
pgn_nn_vs_material_g2_p20,2kr1b1r/ppp1qppp/2n5/3p1b2/4p1n1/8/PPPPPPPP/RNBQKBNR b KQ - 5 10,/home/rohanhs568/code/aichessathon-starter/nn_vs_material.pgn,pgn,high_material_24_32+capture_available,2,20,e7h4,g4f2,5,18082,1.0902937770006247,d5d4,+492,+360,1.0,1.0,132.0,132.0,0.0,0.0,False,False,False,0.264
validation_0024,8/8/4r2k/7P/8/8/p3pK2/4R3 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+capture_available,,,,f2g3,5,12004,0.4341915400000289,f2g2,-543,-548,0.0,0.0,5.0,5.0,0.0,0.0,False,False,False,0.01
pgn_nn_vs_stockfish_full_g5_p29,rn4k1/pb3rpp/1p2Rn2/2b5/2pq4/2N5/PPBB1PPP/R2Q2K1 w - - 1 15,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_full.pgn,pgn,high_material_24_32+capture_available,5,29,e6f6,d1e2,5,50404,2.908981318003498,d1e2,-398,-398,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0
pgn_v1_1_vs_v1_g19_p52,2k5/8/1P6/4Kn2/2N5/8/8/8 b - - 4 26,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,endgame_2_10+quiet,19,52,f5e7,f5e7,5,2870,0.09321258100681007,f5g3,-20,-18,0.496,0.4965,-2.0,0.0,-0.0005000000000000004,0.0,False,False,False,0.0
validation_0325,2rqbrk1/pp2b2p/4ppp1/n2p3n/3PP3/P1NB1NB1/1PQ2PPP/R3R1K1 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_rich,,,,d5e4,5,45558,2.7789069499995094,d5e4,+8,+8,0.507,0.507,0.0,0.0,0.0,0.0,False,False,False,0.0
pgn_nn_vs_material_g19_p46,r1b4r/p1kpQpbN/1p1R2pn/1pn1P3/8/7P/PPP2PP1/1K3B1R b - - 3 23,/home/rohanhs568/code/aichessathon-starter/nn_vs_material.pgn,pgn,high_material_24_32+capture_available,19,46,h8h7,h6f5,5,19416,1.149063285003649,h6f5,-379,-379,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0
suite_0018,r1bqk2r/pp3ppp/2nbpn2/8/4P3/1N4P1/PP3PBP/RNBQ1RK1 w kq - 0 1,training/data/test_fens_60.txt,fen_suite,high_material_24_32+capture_available,,,,c1g5,5,29843,1.7716626150067896,b1c3,+75,+30,0.6355,0.5265,45.0,45.0,0.10899999999999999,0.10899999999999999,False,False,False,1.18
validation_0132,6k1/R2b2p1/5n1p/2pp4/6P1/4KP1P/8/8 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,,a7c7,5,8757,0.3246775399893522,a7c7,-167,-167,0.0095,0.0095,0.0,0.0,0.0,0.0,False,False,False,0.0
pgn_nn_vs_stockfish_2000_g1_p93,8/8/p7/3k1p2/3p1BPP/8/5PK1/1q6 w - - 0 47,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_2000.pgn,pgn,endgame_2_10+capture_available,1,93,g4g5,g4g5,5,4209,0.15939402399817482,f2f3,-575,-691,0.0,0.0,116.0,116.0,0.0,0.0,False,False,False,0.232
pgn_nn_vs_material_g11_p19,rnbqkbr1/p1pppppp/1p5n/1N1PP3/8/5N1P/PPP1QPP1/R1B1KB1R w KQq - 0 10,/home/rohanhs568/code/aichessathon-starter/nn_vs_material.pgn,pgn,high_material_24_32+capture_available,11,19,f3g5,e2e4,5,35381,2.2830772049783263,d5d6,+467,+475,1.0,1.0,-8.0,0.0,0.0,0.0,False,False,False,0.0
pgn_nn_vs_material_g12_p24,2kr1b1r/ppp2ppp/2n5/3p1b2/4p2q/6P1/PPPPPK1P/RNBQ1BNR b - - 0 12,/home/rohanhs568/code/aichessathon-starter/nn_vs_material.pgn,pgn,high_material_24_32+capture_available,12,24,f8c5,h4h5,5,19614,1.2597050449985545,h4f6,+297,+76,1.0,0.6385,221.0,221.0,0.36150000000000004,0.36150000000000004,False,False,False,4.057
validation_0076,8/4k3/4P3/4K3/4R3/8/8/3r4 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+quiet,,,,d1b1,5,5421,0.16636027599452063,d1h1,-3,-3,0.4995,0.4995,0.0,0.0,0.0,0.0,False,False,False,0.0
validation_0355,r2r2k1/2qpbpp1/ppn1pn1p/8/2P1P3/1PN3P1/PB1Q1PNP/2R2RK1 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_available,,,,d2e2,5,60755,3.5448711540084332,d2e2,+45,+45,0.541,0.541,0.0,0.0,0.0,0.0,False,False,False,0.0
validation_0350,4rr1k/7p/pq1p1p2/2p1nPpN/1p6/3P1Q2/PPP3PP/4RRK1 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_available,,,,f3g3,5,12626,0.6789820579870138,f3d5,+62,-38,0.5585,0.483,100.0,100.0,0.07550000000000001,0.07550000000000001,False,False,False,0.9550000000000001
validation_0250,5rk1/pqp2ppp/1r6/8/5Q2/1PP5/P4PK1/R1B2R2 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+in_check,,,,f2f3,5,6790,0.3352149809943512,f2f3,+95,+95,0.713,0.713,0.0,0.0,0.0,0.0,False,False,False,0.0
pgn_nn_vs_material_g14_p62,3rr3/1k3p1R/1pb5/8/6nP/N1P3K1/PP2P2P/R7 b - - 7 31,/home/rohanhs568/code/aichessathon-starter/nn_vs_material.pgn,pgn,middle_17_23+capture_available,14,62,e8e4,e8g8,5,25365,1.2694058660126757,g4e5,+282,+222,1.0,0.9995,60.0,60.0,0.0004999999999999449,0.0004999999999999449,False,False,False,0.12499999999999944
validation_0010,K2B4/3R4/2k5/8/8/8/8/5q1r w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+quiet,,,,d7c7,5,7164,0.2806215229793452,d7c7,-506,-506,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0
validation_0014,3n1k2/3r3p/p7/4K3/2p5/8/P6P/8 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+quiet,,,,e5f4,5,8379,0.2736206720001064,e5e4,-889,-916,0.0,0.0,27.0,27.0,0.0,0.0,False,False,False,0.054
validation_0159,8/1k4p1/4R3/P4p2/KP3Pp1/3r2P1/8/8 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,,d3g3,5,5145,0.1908300150244031,g7g5,-402,-438,0.0,0.0,36.0,36.0,0.0,0.0,False,False,False,0.072
validation_0248,N2k2nr/pQ4pp/3b2n1/8/3p4/8/PPP3PP/R1B2RK1 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_available,,,,b7d5,5,24327,1.1078471600194462,c1g5,+922,+914,1.0,1.0,8.0,8.0,0.0,0.0,False,False,False,0.016
validation_0234,8/p4rk1/p1p1n2p/2PpP1p1/3P2P1/2P4P/6K1/1R2B3 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+quiet,,,,e1g3,5,8552,0.3883223670127336,e1g3,+111,+111,0.824,0.824,0.0,0.0,0.0,0.0,False,False,False,0.0
suite_0054,5k2/7R/5p2/p7/5P2/1P3K1P/r7/8 b - - 0 1,training/data/test_fens_60.txt,fen_suite,endgame_2_10+quiet,,,,a2b2,5,3098,0.11590997100574896,a2a3,-25,-19,0.495,0.4965,-6.0,0.0,-0.0015000000000000013,0.0,False,False,False,0.0
validation_0122,3Q4/pp3pk1/8/1Kp1P3/P1PNn3/5P2/7P/1q6 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+in_check,,,,d4b3,5,1683,0.08299694399465807,d4b3,#-2,#-2,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0
validation_0055,8/6p1/6k1/6P1/3R4/6K1/4b3/8 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+quiet,,,,g3f4,5,4046,0.12584271701052785,g3f4,+218,+218,0.9995,0.9995,0.0,0.0,0.0,0.0,False,False,False,0.0
validation_0037,2b5/8/6k1/4b1B1/4P3/1B3K2/5N2/8 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+quiet,,,,f2d3,5,13591,0.49724578799214214,g5e7,+318,+337,1.0,1.0,-19.0,0.0,0.0,0.0,False,False,False,0.0
validation_0274,r1b1k2r/1p2b1p1/p1q1p2p/6P1/4p3/5B1Q/P1PB3P/1R2K2R w Kkq -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_rich,,,,f3h5,5,17460,1.0509721619891934,f3h5,+152,+152,0.968,0.968,0.0,0.0,0.0,0.0,False,False,False,0.0
validation_0057,8/8/6K1/8/5PP1/2k5/3r3P/8 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+capture_available,,,,c3d4,5,6397,0.1980199459940195,d2h2,-17,-21,0.4965,0.496,4.0,4.0,0.0005000000000000004,0.0005000000000000004,False,False,False,0.013000000000000005
validation_0354,1rbq1rk1/1p2ppbp/p1np1np1/2p5/P3P2N/2NP2PP/1PP2PB1/R1BQ1RK1 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_available,,,,f6d7,5,27344,1.6665014360041823,b7b5,+34,+33,0.5385,0.5375,1.0,1.0,0.0010000000000000009,0.0010000000000000009,False,False,False,0.012000000000000009
validation_0306,3r1rk1/pb1qbppp/1pn1p2n/2p5/4PP2/1P3NP1/PB1PN1BP/2RQR1K1 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_available,,,,b7a6,5,47288,2.978960198990535,c6b4,+215,+118,0.9935,0.8305,97.0,97.0,0.16300000000000003,0.16300000000000003,False,False,False,1.8240000000000003
pgn_v1_1_vs_v1_g2_p58,8/pR3p2/r5k1/8/P7/1P4K1/2b3P1/8 w - - 6 30,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,endgame_2_10+capture_available,2,58,a4a5,b7b4,5,12355,0.46033150900620967,g3f4,-363,-402,0.0,0.0,39.0,39.0,0.0,0.0,False,False,False,0.078
validation_0105,8/1p4r1/3p3p/p1p1k3/P2p2pN/1P1P4/4R3/3K4 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+in_check,,,,e5f4,5,2666,0.11314897099509835,e5f4,+224,+224,0.9995,0.9995,0.0,0.0,0.0,0.0,False,False,False,0.0
validation_0344,r1bqkb1r/pp1ppp1p/6pB/2p5/2B1PQn1/3P4/PPP2PPP/RN2K1NR b KQkq -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_rich,,,,g4h6,5,12079,0.8121519819833338,g4h6,-9,-9,0.493,0.493,0.0,0.0,0.0,0.0,False,False,False,0.0
validation_0356,r1bqk1nr/pp2bppp/2n1p3/2pp4/4PP2/3P2P1/PPP1N1BP/RNBQK2R b KQkq -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_available,,,,a8b8,5,25966,1.5949683079961687,d5e4,+69,-14,0.6245,0.486,83.0,83.0,0.13850000000000007,0.13850000000000007,False,False,False,1.5510000000000006
validation_0389,2kr3r/pppqbpp1/4b3/n2np2p/8/PPN1P1PP/1B1PNPB1/R2QK2R w KQ -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_available,,,,h3h4,5,53485,3.319387307012221,h3h4,-161,-161,0.0455,0.0455,0.0,0.0,0.0,0.0,False,False,False,0.0
pgn_nn_vs_material_g8_p32,2kr2r1/ppp1bpp1/2n5/5b1p/6nq/2N1P1PN/PPPBP2P/R1Q1KB1R b KQ - 1 16,/home/rohanhs568/code/aichessathon-starter/nn_vs_material.pgn,pgn,high_material_24_32+capture_rich,8,32,c6b4,h4f6,4,103424,6.006906914000865,h4f6,+243,+243,0.998,0.998,0.0,0.0,0.0,0.0,False,False,False,0.0
validation_0196,8/pp2k3/8/2P2ppp/1P2p3/PR2K1PP/2r2P2/8 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,,e7e6,5,6310,0.27887966998969205,e7e6,+212,+212,0.999,0.999,0.0,0.0,0.0,0.0,False,False,False,0.0
pgn_nn_vs_stockfish_2000_g2_p80,6k1/p7/1p3p1p/1P5P/P7/2brBN2/4RKP1/8 b - - 7 40,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_2000.pgn,pgn,late_11_16+capture_available,2,80,d3d8,c3b4,5,11237,0.49318603999563493,g8f8,-515,-518,0.0,0.0,3.0,3.0,0.0,0.0,False,False,False,0.006
validation_0326,2rr1k2/pp3p1p/5QpP/4p3/b3P2P/1NPq4/PP2N1B1/1K1n1R2 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+in_check,,,,b1a1,5,7965,0.4485346300061792,b1a1,0,0,0.5005,0.5005,0.0,0.0,0.0,0.0,False,False,False,0.0
validation_0183,8/1b5p/1p3pp1/p1k5/5P2/P2K2P1/1PN4P/8 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+quiet,,,,b2b4,5,3501,0.13570496800821275,b2b3,-6,-10,0.499,0.4985,4.0,4.0,0.0005000000000000004,0.0005000000000000004,False,False,False,0.013000000000000005
pgn_nn_vs_stockfish_2000_g5_p24,r2qk2r/pp3pp1/2npbb1p/3p4/3P4/2PB1N2/PP3PPP/R1BQR1K1 b kq - 0 12,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_2000.pgn,pgn,high_material_24_32+capture_available,5,24,d8d7,e8g8,5,12605,0.6890089670196176,d8d7,-137,-134,0.0845,0.093,-3.0,0.0,-0.008499999999999994,0.0,False,False,False,0.0
pgn_nn_vs_material_g5_p10,rnbqkbr1/pppppppp/7n/8/3PP3/2N2N1P/PPP2PP1/R1BQKB1R b KQq - 0 5,/home/rohanhs568/code/aichessathon-starter/nn_vs_material.pgn,pgn,high_material_24_32+quiet,5,10,g8h8,c7c6,5,19916,1.1795232009899337,g8h8,-270,-265,0.001,0.0015,-5.0,0.0,-0.0005,0.0,False,False,False,0.0
pgn_v1_1_vs_v1_g22_p1,8/2R5/4k1p1/p4r2/2K2P1p/P5PP/8/8 w - - 0 1,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,late_11_16+capture_available,22,1,c7c6,c7c6,5,3470,0.14031790298759006,g3h4,+1,+3,0.5,0.5005,-2.0,0.0,-0.0004999999999999449,0.0,False,False,False,0.0
validation_0303,2rr2k1/4ppbp/pn1q2p1/1pN5/3PP3/2P2Q1P/P1RB1PP1/2R3K1 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_rich,,,,b6c4,5,57753,3.2002758489979897,d6f6,-172,-157,0.0135,0.028,-15.0,0.0,-0.0145,0.0,False,False,False,0.0
validation_0260,4r1k1/pp3pp1/2n2n1p/3rp3/8/2PP1N2/1P3PPP/R1BR2K1 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_available,,,,c1e3,5,28680,1.4701983699924313,c1e3,-3,-3,0.499,0.499,0.0,0.0,0.0,0.0,False,False,False,0.0
